0173570_MCF7,ARMCX5,0
0173570_MCF7,BAG1,1
0173570_MCF7,C9orf3,0
0173570_MCF7,CCNG2,0
0173570_MCF7,CLDN9,0
0173570_MCF7,DCAF10,1
0173570_MCF7,DLEU2L,0
0173570_MCF7,DLX2,0
0173570_MCF7,EGR1,1
0173570_MCF7,EPHA4,0
0173570_MCF7,GINS4,1
0173570_MCF7,INSIG1,0
0173570_MCF7,MSMO1,0
0173570_MCF7,NAV2,1
0173570_MCF7,NUDT6,1
0173570_MCF7,SGCG,1
0173570_MCF7,SGPP1,1
0173570_MCF7,SIK1,1
0173570_MCF7,SLC6A14,0
0173570_MCF7,ZNF652,1
0173570_PC3,ADRB2,0
0173570_PC3,BCL2A1,1
0173570_PC3,CENPE,0
0173570_PC3,CTGF,0
0173570_PC3,CTH,1
0173570_PC3,CXCL2,1
0173570_PC3,CXCL3,1
0173570_PC3,CYP1B1,0
0173570_PC3,DDIT4,1
0173570_PC3,DEPDC1,0
0173570_PC3,DMBT1,1
0173570_PC3,FAM105A,0
0173570_PC3,GRAMD1B,1
0173570_PC3,HERPUD1,1
0173570_PC3,HMMR,0
0173570_PC3,ISG20,1
0173570_PC3,KIF20A,0
0173570_PC3,PLK1,0
0173570_PC3,SERPINE1,0
0173570_PC3,STC1,1
0175029_MCF7,BAMBI,0
0175029_MCF7,C14orf169,0
0175029_MCF7,DOLK,0
0175029_MCF7,EIF2S3,1
0175029_MCF7,FADD,0
0175029_MCF7,GPR87,1
0175029_MCF7,HILPDA,0
0175029_MCF7,HIST1H2AE,1
0175029_MCF7,HIST1H2BF,1
0175029_MCF7,HIST1H2BG,1
0175029_MCF7,HIST1H3B,1
0175029_MCF7,KRCC1,0
0175029_MCF7,LIF,1
0175029_MCF7,PRKAB2,1
0175029_MCF7,RND3,0
0175029_MCF7,SMG8,0
0175029_MCF7,TMEM230,1
0175029_MCF7,ZBED5,0
0175029_MCF7,ZC3H4,0
0175029_MCF7,ZMAT3,1
0175029_PC3,ADRB2,0
0175029_PC3,AP1M2,1
0175029_PC3,C14orf169,0
0175029_PC3,CCNE2,0
0175029_PC3,CLPB,1
0175029_PC3,CTGF,0
0175029_PC3,DNAJB1,0
0175029_PC3,FADD,0
0175029_PC3,GAA,1
0175029_PC3,HILPDA,0
0175029_PC3,HJURP,0
0175029_PC3,NOX5,1
0175029_PC3,PAQR6,1
0175029_PC3,PCSK1N,1
0175029_PC3,S100A4,1
0175029_PC3,STK25,1
0175029_PC3,TAF5,0
0175029_PC3,TCN1,1
0175029_PC3,ZBED5,0
0175029_PC3,ZNF580,1
0179445_MCF7,ARID5B,0
0179445_MCF7,ASB7,1
0179445_MCF7,ATF3,1
0179445_MCF7,BCL2L11,1
0179445_MCF7,CASP8AP2,0
0179445_MCF7,CCDC88C,1
0179445_MCF7,CCNE2,0
0179445_MCF7,CYP1A1,1
0179445_MCF7,CYP1B1,1
0179445_MCF7,DOLK,0
0179445_MCF7,GPR87,1
0179445_MCF7,KRCC1,0
0179445_MCF7,MDM2,1
0179445_MCF7,PARD6B,1
0179445_MCF7,PLEKHA5,0
0179445_MCF7,PPP1R10,0
0179445_MCF7,SESN1,1
0179445_MCF7,VANGL1,0
0179445_MCF7,ZC3H4,0
0179445_MCF7,ZIC1,0
0179445_PC3,ABL2,1
0179445_PC3,CSTF3,0
0179445_PC3,CXCL6,1
0179445_PC3,DDIT4,1
0179445_PC3,DSC2,1
0179445_PC3,FAM86B1,0
0179445_PC3,FAM86B2,0
0179445_PC3,FAM86DP,0
0179445_PC3,FAM86FP,0
0179445_PC3,FAM86KP,0
0179445_PC3,GTPBP2,0
0179445_PC3,JMJD4,0
0179445_PC3,KRCC1,0
0179445_PC3,PCYOX1L,0
0179445_PC3,PDP1,1
0179445_PC3,PLEKHA2,1
0179445_PC3,PRKAB2,1
0179445_PC3,PTGS2,1
0179445_PC3,SLC35F5,1
0179445_PC3,SMAD5,1
0198306_MCF7,ADAM15,1
0198306_MCF7,ANPEP,1
0198306_MCF7,ARHGAP29,0
0198306_MCF7,CABYR,1
0198306_MCF7,CALHM2,0
0198306_MCF7,CYP1A1,1
0198306_MCF7,DEPTOR,0
0198306_MCF7,DUSP4,0
0198306_MCF7,EFNA1,1
0198306_MCF7,EGR3,0
0198306_MCF7,ELF3,1
0198306_MCF7,EPHA2,0
0198306_MCF7,GNGT1,1
0198306_MCF7,HOXA5,1
0198306_MCF7,IER5,0
0198306_MCF7,MAFB,1
0198306_MCF7,NAV2,0
0198306_MCF7,PFKFB3,0
0198306_MCF7,SIDT1,0
0198306_MCF7,TLR5,1
0198306_PC3,CYBA,1
0198306_PC3,DCTN4,0
0198306_PC3,ENO1,0
0198306_PC3,EXOC5,0
0198306_PC3,F2RL1,0
0198306_PC3,FABP4,1
0198306_PC3,FZD8,0
0198306_PC3,HERC6,1
0198306_PC3,HS3ST3A1,1
0198306_PC3,IL1B,1
0198306_PC3,KDM3A,0
0198306_PC3,LIMS2,1
0198306_PC3,P2RX4,0
0198306_PC3,SGPP1,0
0198306_PC3,SIX3,1
0198306_PC3,SPSB1,1
0198306_PC3,SPTLC3,1
0198306_PC3,TMEM230,0
0198306_PC3,ZNF654,0
0198306_PC3,ZNF862,1
0225151_PC3,BDNF,0
0225151_PC3,BMP4,0
0225151_PC3,C1orf112,0
0225151_PC3,CYP1B1,0
0225151_PC3,CYR61,0
0225151_PC3,DCAF16,1
0225151_PC3,DSC2,1
0225151_PC3,FABP4,1
0225151_PC3,FAM105A,0
0225151_PC3,FLCN,1
0225151_PC3,GRAMD1C,1
0225151_PC3,HMOX1,1
0225151_PC3,IL1B,0
0225151_PC3,KCTD20,1
0225151_PC3,LIG4,0
0225151_PC3,NOX5,1
0225151_PC3,NYNRIN,1
0225151_PC3,TIPARP,0
0225151_PC3,TMEM156,0
0225151_PC3,ZMAT3,1
0297417_MCF7,CALHM2,1
0297417_MCF7,CCNE2,0
0297417_MCF7,CCNG2,1
0297417_MCF7,CDC6,0
0297417_MCF7,CLK1,1
0297417_MCF7,CTPS1,0
0297417_MCF7,DTL,0
0297417_MCF7,HIRA,0
0297417_MCF7,HIST2H2BE,1
0297417_MCF7,KLF7,1
0297417_MCF7,MAFF,1
0297417_MCF7,MCM10,0
0297417_MCF7,NFKBIA,1
0297417_MCF7,PNRC1,1
0297417_MCF7,POLA2,0
0297417_MCF7,POLE2,0
0297417_MCF7,SIK1,1
0297417_MCF7,SPC25,0
0297417_MCF7,TIPIN,0
0297417_MCF7,YPEL5,1
0316684_MCF7,BRIP1,0
0316684_MCF7,CALHM2,0
0316684_MCF7,CYP1A1,1
0316684_MCF7,DUSP4,0
0316684_MCF7,EGR3,0
0316684_MCF7,EPHA2,0
0316684_MCF7,GNA13,0
0316684_MCF7,LYN,1
0316684_MCF7,MAFB,1
0316684_MCF7,OSMR,0
0316684_MCF7,PAQR6,1
0316684_MCF7,PIK3R3,1
0316684_MCF7,RASGRP1,0
0316684_MCF7,RPGR,1
0316684_MCF7,RRN3P2,0
0316684_MCF7,SIDT1,0
0316684_MCF7,SLC24A3,1
0316684_MCF7,SYNM,1
0316684_MCF7,TNNI3,1
0316684_MCF7,ULK1,1
0316684_PC3,AP1S1,0
0316684_PC3,APH1A,0
0316684_PC3,BAX,0
0316684_PC3,BHLHE41,1
0316684_PC3,DNAJB14,1
0316684_PC3,EYA4,0
0316684_PC3,FABP4,1
0316684_PC3,HIRA,0
0316684_PC3,HMOX1,0
0316684_PC3,IL1B,1
0316684_PC3,KIFC1,0
0316684_PC3,LMNB1,0
0316684_PC3,MED4,1
0316684_PC3,PHLDA3,1
0316684_PC3,PIP5K1A,0
0316684_PC3,PLD2,1
0316684_PC3,PPP3R1,0
0316684_PC3,SGPP1,1
0316684_PC3,SH3GLB2,1
0316684_PC3,SLTM,1
0317956_MCF7,AKR1C3,1
0317956_MCF7,BLNK,1
0317956_MCF7,CALHM2,0
0317956_MCF7,CCNG2,1
0317956_MCF7,CYP1A1,1
0317956_MCF7,DUSP4,0
0317956_MCF7,EGR3,0
0317956_MCF7,EPHA2,0
0317956_MCF7,IER5,0
0317956_MCF7,IGFBP3,1
0317956_MCF7,LYN,1
0317956_MCF7,NAV2,0
0317956_MCF7,PFKFB3,0
0317956_MCF7,R3HCC1L,1
0317956_MCF7,RASGRP1,0
0317956_MCF7,RUNDC3B,1
0317956_MCF7,SIDT1,0
0317956_MCF7,SOCS2,1
0317956_MCF7,SULF1,1
0317956_MCF7,TNS3,0
0317956_PC3,ATXN7L3B,1
0317956_PC3,BCL2L1,0
0317956_PC3,BRIP1,0
0317956_PC3,CBX4,0
0317956_PC3,CXCL8,0
0317956_PC3,FZD8,0
0317956_PC3,GNA13,0
0317956_PC3,GPR176,0
0317956_PC3,HIST1H1D,1
0317956_PC3,HIST1H1E,1
0317956_PC3,KIRREL,1
0317956_PC3,MIS18BP1,1
0317956_PC3,NFAT5,1
0317956_PC3,PSAT1,0
0317956_PC3,RASSF8,1
0317956_PC3,SGPP1,0
0317956_PC3,SMAD5,1
0317956_PC3,TEAD1,1
0317956_PC3,TIPRL,1
0317956_PC3,TLN1,0
5155877_MCF7,ABHD4,1
5155877_MCF7,ACKR3,0
5155877_MCF7,AKR1C1,1
5155877_MCF7,AKR1C2,1
5155877_MCF7,AKR1C3,1
5155877_MCF7,BAMBI,0
5155877_MCF7,DKK1,0
5155877_MCF7,EPHA4,0
5155877_MCF7,GCLM,1
5155877_MCF7,HMOX1,1
5155877_MCF7,LMNB1,0
5155877_MCF7,MAFB,0
5155877_MCF7,NR2F2,0
5155877_MCF7,OSGIN1,1
5155877_MCF7,P2RY2,0
5155877_MCF7,PRR15L,0
5155877_MCF7,RGS16,0
5155877_MCF7,SLC7A11,1
5155877_MCF7,TRIM16,1
5155877_MCF7,TXNRD1,1
5155877_PC3,ABI3BP,0
5155877_PC3,AKR1B10,1
5155877_PC3,AKR1C1,1
5155877_PC3,AKR1C2,1
5155877_PC3,AKR1C3,1
5155877_PC3,ANGPTL4,1
5155877_PC3,COL5A2,0
5155877_PC3,DHRS3,0
5155877_PC3,FABP4,1
5155877_PC3,H1F0,0
5155877_PC3,HIRA,0
5155877_PC3,HMOX1,1
5155877_PC3,LMNB1,0
5155877_PC3,MXD3,0
5155877_PC3,PHLDA3,1
5155877_PC3,PLK2,0
5155877_PC3,PLPP3,0
5155877_PC3,SLC30A1,1
5155877_PC3,TRIM16,1
5155877_PC3,TWIST1,0
5182598_MCF7,ABHD4,1
5182598_MCF7,AKR1C1,1
5182598_MCF7,AKR1C2,1
5182598_MCF7,AKR1C3,1
5182598_MCF7,ARID5B,0
5182598_MCF7,ARMCX1,0
5182598_MCF7,ATF3,1
5182598_MCF7,CHAC1,1
5182598_MCF7,DNAJB4,1
5182598_MCF7,HMOX1,1
5182598_MCF7,HOXA5,0
5182598_MCF7,HOXC6,0
5182598_MCF7,OSGIN1,1
5182598_MCF7,P2RY2,0
5182598_MCF7,PEX11A,0
5182598_MCF7,PKIA,0
5182598_MCF7,PRR15L,0
5182598_MCF7,SLC2A10,0
5182598_MCF7,SLC7A11,1
5182598_MCF7,VAV3,0
5194442_MCF7,AKR1C1,1
5194442_MCF7,AKR1C2,1
5194442_MCF7,AKR1C3,1
5194442_MCF7,AP1S1,0
5194442_MCF7,BRIP1,0
5194442_MCF7,E2F5,0
5194442_MCF7,ENO1,0
5194442_MCF7,GCLM,1
5194442_MCF7,GPHN,0
5194442_MCF7,HMOX1,1
5194442_MCF7,HSPA6,1
5194442_MCF7,KDELR1,0
5194442_MCF7,OSGIN1,1
5194442_MCF7,PRKCD,0
5194442_MCF7,PSENEN,0
5194442_MCF7,SH3GLB2,0
5194442_MCF7,SLC7A11,1
5194442_MCF7,SYTL2,0
5194442_MCF7,TRIM16,1
5194442_MCF7,TXNRD1,1
5194442_PC3,AKR1B10,1
5194442_PC3,AKR1C2,1
5194442_PC3,AKR1C3,1
5194442_PC3,COL5A2,0
5194442_PC3,DPY19L2P2,0
5194442_PC3,FABP4,1
5194442_PC3,HIST1H1D,0
5194442_PC3,HMOX1,1
5194442_PC3,HSPA1A,1
5194442_PC3,HSPA1B,1
5194442_PC3,IFIT1,0
5194442_PC3,IL1B,0
5194442_PC3,LMNB1,0
5194442_PC3,MIR22HG,1
5194442_PC3,PLPP3,0
5194442_PC3,PTX3,0
5194442_PC3,RGS2,0
5194442_PC3,SCYL2,0
5194442_PC3,SLC7A11,1
5194442_PC3,TRIM16,1
5211181_MCF7,ADPRM,1
5211181_MCF7,AKAP5,0
5211181_MCF7,ALDH1A3,1
5211181_MCF7,BBS7,1
5211181_MCF7,C1orf105,0
5211181_MCF7,C9orf40,1
